Source,relation,Target
蜥蜴,是,爬虫
蜥蜴,像,蟋蟀
蜥蜴,像,蝎子
蜥蜴,需要,栖息地
蜥蜴,需要,土
蜥蜴,需要,远离
蜥蜴,有,脖子
蜥蜴,有,大眼睛
蜥蜴,有,多种型号
蜥蜴,有,长长的舌头
膝盖,有,骨骼
膝盖,需要,保护
膝盖,可以,弯曲
膝盖,其他,人
膝盖,有,关节
膝盖,有,皮肤
膝盖,有,肉
膝盖,可以,动
膝盖,是,器官
膝盖,是,硬的
膝盖,像,石头
膝盖,是,圆形
膝盖,是,组织
膝盖,像,胳膊肘
膝盖,像,手肘
膝盖,需要,锻炼
膝盖,有,半月板
膝盖,有,韧带
膝盖,有,血液
膝盖,可以,跑
膝盖,可以,伸直
膝盖,可以,跳
膝盖,是,连接处
膝盖,是,肢体
膝盖,需要,腿
膝盖,有,筋
膝盖,有,软骨
膝盖,有,神经
膝盖,有,膝跳反射
膝盖,有,血管
蟋蟀,是,虫
蟋蟀,有,触角
蟋蟀,可以,跳
蟋蟀,需要,水
蟋蟀,可以,叫
蟋蟀,有,腿
蟋蟀,有,眼睛
蟋蟀,像,蚂蚱
蟋蟀,有,身体
蟋蟀,有,翅膀
蟋蟀,可以,发声
蟋蟀,是,绿色的
蟋蟀,需要,草
蟋蟀,需要,空气
蟋蟀,有,四肢
蟋蟀,有,头
蟋蟀,有,嘴巴
蟋蟀,有,脚
蟋蟀,是,蛐蛐
蟋蟀,像,螳螂
蟋蟀,需要,阳光
蟋蟀,可以,斗蟋蟀
蟋蟀,是,小的
蟋蟀,需要,睡觉
蟋蟀,像,蝈蝈
蟋蟀,可以,斗
蟋蟀,可以,飞
蟋蟀,可以,爬
蟋蟀,是,黑色的
蟋蟀,是,生物
蟋蟀,像,蝗虫
蟋蟀,像,蛐蛐
蟋蟀,像,蟑螂
蟋蟀,需要,饲养
蟋蟀,有,多种颜色
蟋蟀,可以,蹦跳
蟋蟀,可以,比赛
蟋蟀,可以,打架
蟋蟀,可以,发出叫声
蟋蟀,可以,交配
蟋蟀,可以,买卖
蟋蟀,是,吵闹的
蟋蟀,是,好斗的
蟋蟀,是,棕色的
蟋蟀,需要,栖息地
蟋蟀,有,角
蟋蟀,有,壳
蟋蟀,有,器官
蟋蟀,有,须
蟋蟀,有,长触角
蟋蟀,有,爪子
洗脸盆,可以,洗脸
洗脸盆,需要,清洗
洗脸盆,可以,盛物
洗脸盆,是,塑料
洗脸盆,是,圆形
洗脸盆,可以,盛水
洗脸盆,是,盆
洗脸盆,需要,制造
洗脸盆,有,多种型号
洗脸盆,可以,买卖
洗脸盆,是,容器
洗脸盆,像,碗
洗脸盆,有,多种材质
洗脸盆,有,盆底
洗脸盆,可以,洗脚
洗脸盆,是,金属
洗脸盆,有,多种颜色
洗脸盆,是,家居用品
洗脸盆,是,生活用品
洗脸盆,像,锅
洗脸盆,像,洗脚盆
洗脸盆,有,盆沿
洗脸盆,可以,储物
洗脸盆,可以,洗衣服
洗脸盆,是,用品
洗脸盆,像,月亮
洗脸盆,有,多种样式
洗脸盆,有,水
洗脸盆,可以,洗毛巾
洗脸盆,其他,家中必备
洗脸盆,是,空的
洗脸盆,是,日常的
洗脸盆,像,缸
洗脸盆,像,坑
洗脸盆,像,脸盆
洗脸盆,像,盘子
洗脸盆,像,桶
洗脸盆,需要,消毒
洗脸盆,有,把手
洗脸盆,有,多种价格
洗手液,是,液体
洗手液,可以,清洁
洗手液,可以,洗手
洗手液,是,香的
洗手液,像,洗衣液
洗手液,有,多种颜色
洗手液,是,生活用品
洗手液,需要,水
洗手液,是,用品
洗手液,像,洗发水
洗手液,需要,制造
洗手液,是,日常的
洗手液,像,沐浴露
洗手液,有,化学成分
洗手液,有,泡沫
洗手液,可以,买卖
洗手液,需要,手
洗手液,有,多种品牌
洗手液,有,味道
洗手液,可以,洗衣服
洗手液,是,化学的
洗手液,是,瓶装的
洗手液,是,粘稠的
洗手液,可以,起泡
洗手液,可以,杀菌
洗手液,可以,洗脚
洗手液,是,流动的
洗手液,是,清洁剂
洗手液,像,鼻涕
洗手液,像,洗面奶
洗手液,需要,保存
洗手液,需要,密封
洗手液,需要,瓶子
洗手液,需要,用水冲洗
洗手液,需要,原材料
洗手液,有,多种种类
洗碗机,可以,洗碗
洗碗机,需要,电
洗碗机,是,机器
洗碗机,可以,买卖
洗碗机,像,洗衣机
洗碗机,是,家具
洗碗机,是,家里的
洗碗机,需要,水
洗碗机,有,多种品牌
洗碗机,有,多种样式
洗碗机,有,碗
洗碗机,可以,清洗
洗碗机,是,便利的
洗碗机,是,好用的
洗碗机,是,小的
洗碗机,像,冰箱
洗碗机,像,微波炉
洗碗机,有,插头
洗碗机,有,柜子
洗碗机,有,架子
洗碗机,有,开关
洗碗机,有,空间
洗碗机,有,洗碗功能
洗衣机,可以,洗衣服
洗衣机,需要,电
洗衣机,是,家里的
洗衣机,是,家具
洗衣机,有,滚筒
洗衣机,是,机器
洗衣机,需要,水
洗衣机,像,箱子
洗衣机,需要,清洗
洗衣机,需要,洗衣粉
洗衣机,需要,洗衣液
洗衣机,有,多种品牌
洗衣机,可以,买卖
洗衣机,可以,清洗衣物
洗衣机,可以,甩干
洗衣机,其他,海尔
洗衣机,是,必需品
洗衣机,是,便捷的
洗衣机,是,工具
洗衣机,像,冰箱
洗衣机,像,盒子
洗衣机,像,洗碗机
洗衣机,需要,排水
洗衣机,需要,脏衣服
洗衣机,有,按键
洗衣机,有,半自动
洗衣机,有,插头
洗衣机,有,多种功能
洗衣机,有,多种型号
洗衣机,有,壳
洗衣机,有,全自动
洗衣机,有,桶
喜鹊,可以,飞
喜鹊,有,翅膀
喜鹊,需要,水
喜鹊,有,嘴巴
喜鹊,有,羽毛
喜鹊,需要,空气
喜鹊,可以,叫
喜鹊,像,乌鸦
喜鹊,有,眼睛
喜鹊,是,黑色的
喜鹊,像,麻雀
喜鹊,需要,睡觉
喜鹊,可以,报喜
喜鹊,像,鸽子
喜鹊,需要,虫
喜鹊,有,多种颜色
喜鹊,有,尾巴
喜鹊,有,爪子
喜鹊,可以,观赏
喜鹊,是,白色的
喜鹊,是,黑白的
喜鹊,是,喜庆的
喜鹊,有,头
喜鹊,可以,捕猎
喜鹊,是,好兆头
喜鹊,是,可爱的
喜鹊,是,禽类
喜鹊,是,象征好运
喜鹊,是,小的
喜鹊,像,飞机
喜鹊,像,燕子
喜鹊,需要,保护
喜鹊,需要,阳光
喜鹊,需要,筑巢
喜鹊,有,脚
虾,需要,水
虾,有,壳
虾,可以,游泳
虾,有,触角
虾,像,鱼
虾,需要,空气
虾,有,眼睛
虾,是,海里的
虾,是,生物
虾,有,头
虾,是,节肢类
虾,是,海鲜
虾,是,甲壳类
虾,是,油炸类
虾,需要,捕捞
虾,需要,饲养
虾,有,脚
虾,有,尾巴
虾,可以,繁衍
虾,可以,爬
虾,是,红色的
虾,是,水里的
虾,像,龙虾
虾,需要,剥开
虾,有,蛋白质
虾,有,多种种类
虾,有,腿
虾,有,须
虾,可以,爆炒
虾,可以,蒸
虾,是,腐食类
虾,是,好吃的
虾,是,水产
虾,是,药
虾,像,钩子
虾,像,螃蟹
虾,需要,呼吸
虾,需要,烹饪
虾,需要,睡觉
虾,需要,营养
虾,有,多种颜色
虾,有,胡子
虾,有,肉
虾,有,鳃
虾,有,虾须
虾,有,营养
仙人掌,有,刺
仙人掌,需要,阳光
仙人掌,是,绿色的
仙人掌,可以,观赏
仙人掌,需要,土
仙人掌,需要,水
仙人掌,像,手
仙人掌,需要,空气
仙人掌,可以,开花
仙人掌,需要,种植
仙人掌,有,根
仙人掌,有,花
仙人掌,其他,沙漠
仙人掌,是,耐旱的
仙人掌,像,刺猬
仙人掌,有,多种种类
仙人掌,有,叶子
仙人掌,是,药
仙人掌,像,仙人球
仙人掌,有,多种型号
仙人掌,有,果实
仙人掌,有,茎
仙人掌,可以,挡风
仙人掌,可以,防辐射
仙人掌,可以,固沙
仙人掌,可以,美化环境
仙人掌,可以,生长
仙人掌,是,扁的
仙人掌,是,耐干旱的
仙人掌,是,生物
仙人掌,像,树
仙人掌,需要,干燥
仙人掌,有,多种颜色
仙人掌,有,果肉
仙人掌,有,尖刺
仙人掌,有,皮
仙人掌,有,汁水
纤毛虫,是,虫
纤毛虫,有,毛
纤毛虫,可以,爬
纤毛虫,是,生物
纤毛虫,像,毛毛虫
纤毛虫,有,纤毛
纤毛虫,是,软的
纤毛虫,是,小的
纤毛虫,可以,动
纤毛虫,可以,蠕动
纤毛虫,是,单细胞的
纤毛虫,是,微生物
纤毛虫,需要,空气
纤毛虫,需要,水
纤毛虫,需要,营养
纤毛虫,有,身体
纤毛虫,是,恶心的
纤毛虫,是,可怕的
纤毛虫,需要,呼吸
纤毛虫,需要,寄生
纤毛虫,有,触角
纤毛虫,有,脚
纤毛虫,有,绒毛
纤毛虫,有,伸缩泡
显示器,是,屏幕
显示器,需要,电
显示器,像,电视
显示器,可以,显示
显示器,需要,电脑
显示器,是,电子产品
显示器,有,多种型号
显示器,有,多种种类
显示器,可以,显示画面
显示器,是,机器
显示器,有,多种品牌
显示器,有,开关
显示器,可以,监视器
显示器,可以,看电影
显示器,是,设备
显示器,需要,保养
显示器,需要,清理
显示器,需要,维护
显示器,有,光
显示器,有,线
显示器,可以,发光
显示器,可以,买卖
显示器,可以,输出信息
显示器,可以,显示内容
显示器,可以,显示图案
显示器,像,玻璃
显示器,像,镜子
显示器,像,手机
显示器,需要,安装
显示器,需要,连接主机
显示器,有,摄像头
显示器,有,图像
显示器,有,主机
显微镜,是,仪器
显微镜,是,放大镜
显微镜,可以,放大
显微镜,像,望远镜
显微镜,有,镜片
显微镜,有,目镜
显微镜,有,物镜
显微镜,可以,观测
显微镜,可以,观察微生物
显微镜,是,科学的
显微镜,可以,买卖
显微镜,是,光学的
显微镜,是,精密的
显微镜,有,多种种类
显微镜,有,镜头
显微镜,可以,使用
显微镜,是,凸透镜
显微镜,是,用具
显微镜,需要,保养
显微镜,需要,清洗
显微镜,需要,制造
显微镜,有,玻璃
显微镜,有,底座
显微镜,有,电子显微镜
显微镜,有,镜筒
显微镜,可以,观察细胞
显微镜,是,产品
显微镜,是,高科技
显微镜,是,贵的
显微镜,是,器材
显微镜,是,设备
显微镜,是,实验工具
显微镜,是,实验器材
显微镜,像,大炮
显微镜,需要,轻拿轻放
显微镜,需要,维护
显微镜,需要,小心
显微镜,需要,正确操作
显微镜,有,多种样式
显微镜,有,反光镜
显微镜,有,光圈
显微镜,有,光学显微镜
显微镜,有,透镜
显微镜,有,载物台
显微镜,有,支架
馅饼,有,馅儿
馅饼,是,面食
馅饼,需要,制造
馅饼,有,面粉
馅饼,是,饼
馅饼,是,好吃的
馅饼,像,包子
馅饼,有,皮
馅饼,可以,饱腹
馅饼,可以,买卖
馅饼,是,油炸类
馅饼,是,主食
馅饼,像,月亮
馅饼,需要,烘烤
馅饼,有,饼皮
馅饼,有,肉
馅饼,是,能量
馅饼,是,圆形
馅饼,需要,保存
馅饼,需要,煎
馅饼,有,多种味道
馅饼,有,油
馅饼,可以,携带
馅饼,是,菜
馅饼,像,千层饼
馅饼,像,圆环
馅饼,像,圆盘
馅饼,需要,和面
馅饼,需要,加热
馅饼,需要,烙
馅饼,需要,调馅料
馅饼,需要,馅
馅饼,需要,蒸
馅饼,有,带馅的
馅饼,有,多种种类
相机,可以,拍照
相机,有,镜头
相机,需要,电
相机,有,快门
相机,是,工具
相机,可以,记录
相机,像,盒子
相机,有,按键
相机,是,机器
相机,可以,录图像
相机,需要,胶卷
相机,是,电子产品
相机,像,手机
相机,可以,拍摄
相机,是,贵的
相机,是,设备
相机,需要,胶片
相机,是,方形的
相机,是,精密的
相机,需要,保养
相机,有,多种种类
相机,有,屏幕
相机,有,闪光灯
相机,有,摄像机
相机,可以,成像
相机,可以,记录生活
相机,可以,使用
相机,可以,收藏
相机,是,产品
相机,是,黑色的
相机,是,实用的
相机,是,长方体
相机,像,炮筒
相机,像,望远镜
相机,像,砖头
相机,需要,保护
相机,需要,内存卡
相机,需要,调焦
相机,需要,维护
相机,有,单反
相机,有,多种品牌
相机,有,光圈
相机,有,摄像头
香槟,可以,饮用
香槟,是,酒
香槟,有,气泡
香槟,可以,买卖
香槟,有,酒精
香槟,是,饮料
香槟,是,贵的
香槟,是,黄色的
香槟,像,啤酒
香槟,可以,庆祝
香槟,是,高贵的
香槟,是,好喝的
香槟,像,水
香槟,需要,开瓶器
香槟,需要,酿
香槟,有,多种颜色
香槟,有,瓶塞
香槟,可以,用来庆祝
香槟,是,香的
香槟,需要,高脚杯
香槟,需要,酒起子
香槟,需要,开瓶
香槟,需要,摇
香槟,有,带气的
香槟,有,多种种类
香槟,有,瓶子
香槟,有,味道
香槟杯,是,杯子
香槟杯,是,玻璃
香槟杯,需要,清洗
香槟杯,是,高脚的
香槟杯,是,容器
香槟杯,可以,喝酒
香槟杯,是,透明的
香槟杯,有,杯壁
香槟杯,是,酒杯
香槟杯,是,细的
香槟杯,可以,喝香槟
香槟杯,像,玻璃杯
香槟杯,需要,擦
香槟杯,需要,轻拿轻放
香槟杯,有,多种种类
香槟杯,可以,摆放
香槟杯,是,高的
香槟杯,是,易坏的
香槟杯,是,易碎的
香槟杯,是,长的
香槟杯,像,红酒杯
香槟杯,需要,制造
香槟杯,有,底座
香槟杯,有,多种样式
香槟杯,可以,盛物
香槟杯,可以,饮酒
香槟杯,可以,饮用
香槟杯,是,好看的
香槟杯,是,精致的
香槟杯,像,奖杯
香槟杯,像,酒杯
香槟杯,像,铃铛
香槟杯,有,把手
香槟杯,有,脚
香菜,有,叶子
香菜,需要,水
香菜,需要,阳光
香菜,是,绿色的
香菜,需要,种植
香菜,需要,土
香菜,有,味道
香菜,可以,调味
香菜,是,香的
香菜,需要,清洗
香菜,有,根
香菜,有,茎
香菜,像,芹菜
香菜,需要,空气
香菜,是,调料
香菜,可以,买卖
香菜,可以,生吃
香菜,像,草
香菜,像,韭菜
香菜,像,葱
香菜,像,野草
香菜,可以,提味
香菜,是,菜
香菜,是,刺鼻的
香菜,是,好吃的
香菜,是,配菜
香菜,是,药
香菜,是,芫荽
香菜,需要,采摘
香菜,需要,切
香菜,有,多种颜色
香菜,有,杆子
香菜,有,特殊气味
香菜,有,营养
香草冰淇淋,需要,冷藏
香草冰淇淋,是,甜的
香草冰淇淋,是,冰冷的
香草冰淇淋,有,奶油
香草冰淇淋,有,糖
香草冰淇淋,可以,买卖
香草冰淇淋,是,冰淇淋
香草冰淇淋,是,甜品
香草冰淇淋,可以,解渴
香草冰淇淋,可以,解暑
香草冰淇淋,是,好吃的
香草冰淇淋,有,香草
香草冰淇淋,是,零食
香草冰淇淋,是,香的
香草冰淇淋,像,粪便
香草冰淇淋,有,牛奶
香草冰淇淋,有,香精
香草冰淇淋,有,脂肪
香草冰淇淋,是,白色的
香草冰淇淋,是,雪糕
香草冰淇淋,像,雪
香草冰淇淋,需要,制造
香草冰淇淋,有,冰
香草冰淇淋,有,热量
香草冰淇淋,有,水
香草冰淇淋,有,香草味
香草冰淇淋,可以,融化
香草冰淇淋,是,凉爽的
香草冰淇淋,是,香草味的
香草冰淇淋,是,香草味的冰淇淋
香草冰淇淋,像,冰棍
香草冰淇淋,像,火炬
香草冰淇淋,像,棉花糖
香草冰淇淋,像,球
香草冰淇淋,像,雪球
香草冰淇淋,需要,冰
香草冰淇淋,需要,搅拌
香草冰淇淋,需要,香草
香草冰淇淋,有,多种颜色
香草冰淇淋,有,多种种类
香草冰淇淋,有,奶
香草冰淇淋,有,添加剂
香草冰淇淋,有,味道
香草冰淇淋,有,香草味道
香肠,是,肉
香肠,需要,制造
香肠,可以,炒
香肠,是,火腿肠
香肠,是,香的
香肠,可以,烤
香肠,是,好吃的
香肠,需要,烘烤
香肠,需要,阳光
香肠,有,多种种类
香肠,可以,买卖
香肠,其他,猪
香肠,是,零食
香肠,是,熟的
香肠,是,熟食
香肠,需要,晾干
香肠,有,猪肉
香肠,可以,煎
香肠,是,圆柱形
香肠,是,长的
香肠,像,腊肠
香肠,像,培根
香肠,需要,保质
香肠,有,包装
香肠,有,肠衣
香肠,有,多种品牌
香肠,有,皮
香肠,有,调料
香肠,有,脂肪
香肠,可以,炒饭
香肠,是,肠
香肠,是,红色的
香肠,是,条状的
香肠,是,咸的
香肠,像,腊肉
香肠,像,热狗
香肠,像,香蕉
香肠,需要,灌
香肠,需要,切
香肠,需要,腌制
香肠,有,蛋白质
香肠,有,淀粉
香肠,有,多种味道
香肠,有,多种型号
香肠,有,面粉
香菇,像,伞
香菇,是,菌菇
香菇,需要,水
香菇,需要,种植
香菇,像,蘑菇
香菇,有,营养
香菇,可以,炒
香菇,是,香的
香菇,是,真菌
香菇,需要,潮湿
香菇,需要,空气
香菇,需要,清洗
香菇,是,好吃的
香菇,是,棕色的
香菇,有,多种种类
香菇,有,根
香菇,可以,炖汤
香菇,是,黑色的
香菇,像,木材
香菇,需要,阳光
香菇,需要,煮
香菇,有,菌丝
香菇,可以,观赏
香菇,是,白色的
香菇,是,湿的
香菇,是,药
香菇,像,房屋
香菇,像,金针菇
香菇,像,云
香菇,需要,采摘
香菇,需要,阴凉
香菇,有,蛋白质
香菇,有,多种颜色
香菇,有,茎
香蕉,有,皮
香蕉,是,黄色的
香蕉,有,果肉
香蕉,像,月亮
香蕉,需要,种植
香蕉,需要,水
香蕉,是,软的
香蕉,是,甜的
香蕉,需要,采摘
香蕉,需要,阳光
香蕉,是,热带的
香蕉,需要,剥开
香蕉,有,营养
香蕉,是,弯的
香蕉,像,船
香蕉,需要,土
香蕉,可以,买卖
香蕉,可以,晒
香蕉,可以,晒干
香蕉,是,白色的
香蕉,是,电动的
香蕉,是,香的
香蕉,需要,空气
香蕉,有,种子
香蕉,可以,饱腹
香蕉,可以,生长
香蕉,是,长的
香蕉,像,黄瓜
香蕉,像,土豆
香蕉,需要,扒皮
香蕉,需要,保鲜
香蕉,需要,防腐
香蕉,需要,肥料
香蕉,有,多种种类
香蕉,有,香蕉皮
香水,是,香的
香水,是,液体
香水,可以,喷
香水,是,化妆品
香水,可以,买卖
香水,有,多种品牌
香水,有,水
香水,有,香料
香水,是,瓶装的
香水,像,花露水
香水,需要,制造
香水,有,酒精
香水,是,贵的
香水,是,透明的
香水,像,花
香水,像,空气清新剂
香水,有,多种颜色
香水,可以,喷洒于衣襟
香水,可以,散发香气
香水,可以,手帕及发际等部位
香水,是,精致的
香水,需要,保存
香水,需要,密封
香水,需要,喷洒
香水,需要,提炼
香水,需要,原材料
香水,有,包装
香水,有,多种味道
香水,有,多种种类
香水,有,化学成分
香水,有,味道
香水,有,香精
香烟,是,烟
香烟,可以,买卖
香烟,可以,吸
香烟,需要,制造
香烟,可以,抽
香烟,需要,点火
香烟,有,烟丝
香烟,是,有害的
香烟,可以,燃烧
香烟,是,尼古丁
香烟,像,棍棒
香烟,有,多种品牌
香烟,有,烟头
香烟,是,烟草制品
香烟,是,纸
香烟,有,多种种类
香烟,可以,过滤
香烟,是,白色的
香烟,是,刺鼻的
香烟,是,毒品
香烟,是,圆柱形
香烟,是,长的
香烟,像,笔
香烟,像,筷子
香烟,需要,打火机
香烟,有,盒子
香烟,可以,产生烟雾
香烟,可以,抽烟
香烟,可以,放松
香烟,可以,送礼
香烟,可以,吸食
香烟,是,黄色的
香烟,是,细的
香烟,是,香的
香烟,像,大麻
香烟,像,铅笔
香烟,像,巧克力棒
香烟,像,指挥棒
香烟,需要,控制
香烟,有,包装
香烟,有,多种价格
香烟,有,气味
香烟,有,味道
香烟,有,烟蒂
香烟,有,烟雾
箱子,是,方形的
箱子,是,木的
箱子,是,容器
箱子,像,盒子
箱子,有,空间
箱子,可以,储物
箱子,可以,盛物
箱子,需要,制造
箱子,有,多种材质
箱子,有,盖子
箱子,有,锁
箱子,是,长方体
箱子,是,纸
箱子,有,多种型号
箱子,有,多种样式
箱子,可以,收纳
箱子,是,工具
箱子,是,皮的
箱子,是,生活用品
箱子,是,塑料
箱子,像,柜子
箱子,有,多种种类
箱子,可以,搬运
箱子,可以,买卖
箱子,是,大的
箱子,是,立方体
箱子,是,器具
箱子,是,实用的
箱子,像,豆腐
箱子,像,行李箱
箱子,需要,材料
箱子,需要,封闭
箱子,需要,干燥
箱子,需要,密封
箱子,需要,清理
箱子,有,多种形状
箱子,有,多种颜色
箱子,有,角
箱子,有,棱角
箱子,有,轮子
箱子,有,面
箱子,有,容量
响尾蛇,有,毒
响尾蛇,有,尾巴
响尾蛇,是,蛇
响尾蛇,可以,捕猎
响尾蛇,可以,咬
响尾蛇,可以,咬人
响尾蛇,有,牙齿
响尾蛇,需要,老鼠
响尾蛇,有,眼睛
响尾蛇,像,绳子
响尾蛇,需要,水
响尾蛇,需要,远离
响尾蛇,有,舌头
响尾蛇,有,头
响尾蛇,有,嘴巴
响尾蛇,可以,泡酒
响尾蛇,是,危险的
响尾蛇,是,药
响尾蛇,像,眼镜蛇
响尾蛇,需要,睡觉
响尾蛇,需要,小心
响尾蛇,可以,发声
响尾蛇,可以,爬
响尾蛇,可以,杀人
响尾蛇,可以,伤人
响尾蛇,可以,用尾巴发出声音
响尾蛇,是,爬行类
响尾蛇,是,燃料
响尾蛇,是,肉食类
响尾蛇,像,皮带
响尾蛇,需要,保护
响尾蛇,有,身体
响尾蛇,有,信子
向日葵,是,花
向日葵,需要,阳光
向日葵,有,叶子
向日葵,需要,水
向日葵,可以,观赏
向日葵,有,茎
向日葵,需要,土
向日葵,需要,空气
向日葵,有,花瓣
向日葵,是,黄色的
向日葵,有,根
向日葵,有,葵花籽
向日葵,像,太阳
向日葵,需要,种植
向日葵,是,向阳的
向日葵,像,笑脸
向日葵,像,圆盘
向日葵,有,果实
向日葵,是,绿色的
向日葵,是,药
向日葵,像,菊花
向日葵,像,太阳花
向日葵,需要,采摘
向日葵,有,瓜子
向日葵,有,花蕊
向日葵,有,葵花子
向日葵,可以,买卖
向日葵,可以,生产瓜子
向日葵,可以,向阳
向日葵,是,草本类
向日葵,是,大的
向日葵,是,高的
向日葵,是,向着太阳的
向日葵,是,圆形
向日葵,像,雷达
向日葵,需要,肥料
向日葵,需要,浇灌
向日葵,有,种子
向日葵,有,籽
项链,是,装饰
项链,是,饰品
项链,是,金属
项链,可以,戴
项链,可以,买卖
项链,需要,保养
项链,可以,佩戴
项链,是,贵的
项链,是,首饰
项链,需要,制造
项链,像,手链
项链,像,项圈
项链,需要,设计
项链,有,多种种类
项链,有,钻石
项链,是,好看的
项链,是,亮的
项链,是,珠宝
项链,像,绳子
项链,有,多种样式
项链,可以,戴在脖子上
项链,可以,送礼
项链,是,链子
项链,是,配件
项链,像,手镯
项链,有,宝石
项链,有,多种材质
项链,有,扣子
项链,有,珍珠
项链,可以,使人漂亮
项链,其他,女人
项链,是,礼物
项链,是,细的
项链,是,圆形
项链,是,珍贵的
项链,像,圆环
项链,像,月亮
项链,需要,清洗
项链,有,多种颜色
项链,有,价值
项链,有,水晶
项圈,可以,戴
项圈,是,圆形
项圈,可以,买卖
项圈,其他,狗
项圈,有,多种颜色
项圈,是,圈
项圈,是,装饰
项圈,有,多种种类
项圈,可以,佩戴
项圈,是,金属
项圈,像,狗链
项圈,像,链子
项圈,像,绳子
项圈,像,项链
项圈,需要,脖子
项圈,有,扣子
项圈,可以,遛狗
项圈,其他,宠物
项圈,是,好看的
项圈,是,皮的
项圈,是,饰品
项圈,是,硬的
项圈,是,圆环
项圈,像,戒指
项圈,需要,设计
项圈,有,带子
项圈,有,多种材质
橡皮,是,文具
橡皮,是,橡胶
橡皮,可以,买卖
橡皮,是,软的
橡皮,是,学习用品
橡皮,需要,制造
橡皮,可以,擦铅笔字
橡皮,有,多种颜色
橡皮,可以,擦
橡皮,可以,擦除
橡皮,可以,擦字
橡皮,是,白色的
橡皮,是,方形的
橡皮,是,用具
橡皮,是,长方形
橡皮,像,石头
橡皮,有,多种样式
橡皮,有,多种种类
橡皮,可以,擦除错字
橡皮,可以,擦铅笔字的
橡皮,是,黄色的
橡皮,是,圆形
橡皮,像,积木
橡皮,像,糖
橡皮,需要,放在文具盒里
橡皮,有,多种形状
橡皮,有,多种型号
橡皮,有,橡皮屑
消防车,可以,灭火
消防车,有,水
消防车,有,轮子
消防车,是,工具
消防车,像,货车
消防车,有,水箱
消防车,需要,司机
消防车,有,水管
消防车,可以,救生
消防车,是,红色的
消防车,像,救护车
消防车,需要,驾驶
消防车,其他,交通
消防车,是,消防工具
消防车,需要,汽油
消防车,需要,维护
消防车,需要,油
消防车,有,座位
消防车,可以,救灾
消防车,像,卡车
消防车,需要,燃料
消防车,需要,消防员
消防车,需要,修理
消防车,有,方向盘
消防车,有,水带
消防车,有,水枪
消防车,可以,救火
消防车,可以,救火车
消防车,可以,洒水
消防车,是,安保的
消防车,是,大的
消防车,像,警车
消防车,像,箱子
消防车,像,运输车
消防车,像,装甲车
消防车,需要,保养
消防车,需要,动力
消防车,需要,加油
消防车,需要,检查
消防车,有,发动机
消防栓,可以,灭火
消防栓,需要,检查
消防栓,是,红色的
消防栓,有,灭火器
消防栓,需要,保护
消防栓,需要,修理
消防栓,是,消防设施
消防栓,像,柱子
消防栓,有,开关
消防栓,有,水
消防栓,有,水管
消防栓,可以,防火
消防栓,是,消防的
消防栓,有,管
消防栓,有,水枪
消防栓,可以,救火
消防栓,可以,喷水
消防栓,是,安保的
消防栓,是,必需品
消防栓,是,器具
消防栓,是,设施
消防栓,是,消防用具
消防栓,是,长的
消防栓,需要,维护
消防栓,有,水带
消防栓,可以,预防火灾
消防栓,是,设备
消防栓,是,消防工具
消防栓,是,消火栓
消防栓,是,圆柱形
消防栓,像,方向盘
消防栓,像,盒子
消防栓,需要,安装
消防栓,需要,打开开关
消防栓,有,消防水带
消防栓,有,消防箱
小白菜,有,叶子
小白菜,需要,水
小白菜,是,绿色的
小白菜,有,根
小白菜,需要,空气
小白菜,需要,阳光
小白菜,需要,种植
小白菜,可以,炒
小白菜,是,白色的
小白菜,是,白菜
小白菜,有,营养
小白菜,是,青菜
小白菜,需要,清洗
小白菜,需要,土
小白菜,像,油菜
小白菜,需要,肥料
小白菜,有,菜心
小白菜,有,茎
小白菜,像,生菜
小白菜,像,油麦菜
小白菜,需要,烹饪
小白菜,有,维生素
小白菜,是,菜
小白菜,像,花
小白菜,像,娃娃菜
小白菜,需要,煮
小白菜,可以,炖汤
小白菜,可以,买卖
小白菜,可以,涮
小白菜,是,健康的
小白菜,是,嫩的
小白菜,是,小的
小白菜,像,菠菜
小白菜,像,翡翠
小白菜,需要,采摘
小白菜,有,菜梆子
小白菜,有,菜根
小白菜,有,维生素C
小凳子,可以,买卖
小凳子,是,木的
小凳子,像,桌子
小凳子,有,腿
小凳子,可以,储物
小凳子,是,凳子
小凳子,像,椅子
小凳子,有,凳面
小凳子,有,多种样式
小凳子,有,四条腿
小凳子,可以,休息
小凳子,是,矮的
小凳子,是,孩童的
小凳子,是,塑料
小凳子,像,蘑菇
小凳子,有,凳子腿
小凳子,有,脚
小凳子,有,四个腿
小凳子,可以,踩
小凳子,可以,坐
小凳子,是,方形的
小凳子,是,工具
小凳子,是,塑胶
小凳子,是,小的
小凳子,需要,制造
小凳子,有,凳腿
小凳子,有,多种颜色
小龙虾,需要,水
小龙虾,有,壳
小龙虾,有,钳子
小龙虾,是,红色的
小龙虾,像,螃蟹
小龙虾,是,龙虾
小龙虾,需要,饲养
小龙虾,有,触角
小龙虾,有,头
小龙虾,是,生物
小龙虾,是,水里的
小龙虾,是,硬的
小龙虾,需要,清洗
小龙虾,有,眼睛
小龙虾,可以,炒
小龙虾,可以,红烧
小龙虾,可以,游泳
小龙虾,是,海里的
小龙虾,是,海鲜
小龙虾,是,好吃的
小龙虾,是,虾
